Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
A wiki,7,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ",225,1.352,139,543603.6999999285,q,S,5768.600000023842,551234.5,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 544633.5, 'date time': 1669836908325}, {'event': 'fullscreenchange', 'details': 'fullscreenexit', 'performance time': 544639.3999999762, 'date time': 1669836908331}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 544640.5999999046, 'date time': 1669836908332}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 547743.3999999762, 'date time': 1669836911435}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 547744.6999999285, 'date time': 1669836911437}]",HRV,HRV_0248,2022-11-30 19:36:09
over 10 billion donuts. ,4,How many donuts are concumed in the US every year?,463,1.772,140,551234.5,q,S,2937.0999999046326,556460.0999999046,,HRV,HRV_0248,2022-11-30 19:36:09
Tim McGraw,6,"At age 11, who accidentally discovered the true identity of his baseball pitcher father while searching his mother's closet for hidden Christmas presents? ",24,1.805,141,556460.0999999046,q,S,2241.9000000953674,561049.2999999523,,HRV,HRV_0248,2022-11-30 19:36:09
Woodrow Wilson,7,Which U.S. president's home was named Shadow Lawn?,356,1.556,142,561049.3999999762,q,S,1646.6999999284744,564765.8999999762,,HRV,HRV_0248,2022-11-30 19:36:09
Louie Louie,6,What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?,122,1.298,143,564765.8999999762,q,S,1879.6000000238419,568462.8999999762,,HRV,HRV_0248,2022-11-30 19:36:09
A truce ,5,What was put in place by the Ancient Greeks before and during all Olympic festivals? ,278,0.589,144,568463.0,q,S,1605.1999999284744,571174.1999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Xanadu ,7,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,123,1.198,145,571174.1999999285,q,S,2582.899999976158,575466.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Prussian Blue ,3,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,160,0.812,146,575466.6999999285,q,S,3385.3000000715256,580186.0,,HRV,HRV_0248,2022-11-30 19:36:09
Sweden,4,What nation's dyslexic king Carl XVI Gustaf misspelled his own name on the accession document that gave him the throne?,237,1.169,147,580186.0999999046,q,S,2651.2000000476837,584509.3999999762,,HRV,HRV_0248,2022-11-30 19:36:09
Silver,2,What metal was found in Nevada's famed Comstock Lode?  ,230,1.432,148,584509.3999999762,q,S,1562.0,588023.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
"the Red Hot Chili Peppers, followed closely by Meatloaf",5,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.979,149,588023.6999999285,q,S,2519.0,593064.8999999762,,HRV,HRV_0248,2022-11-30 19:36:09
Texas,5,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",263,1.006,150,593064.8999999762,q,S,2233.5,596826.8999999762,,HRV,HRV_0248,2022-11-30 19:36:09
Belgium,6,Where were French fries invented?,437,1.738,151,596826.8999999762,q,S,1744.6999999284744,600826.2999999523,,HRV,HRV_0248,2022-11-30 19:36:09
