Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,trialEvents,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
What do women want? ,6,"What was the one question Sigmund Freud said he was unable to answer, despite 30 years of research?",291,1.32,139,548499.8000000119,,q,S,1523.2999999970198,551852.6000000089,HRV,HRV_0145,2022-11-30 17:55:44
Columbus Circle ,7,What Manhattan intersection was America's first traffic circle?,228,1.151,140,551852.700000003,,q,S,1739.0,555275.6000000089,HRV,HRV_0145,2022-11-30 17:55:44
Lhasa Apso,2,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ",200,1.73,141,555275.6000000089,,q,S,1818.2000000029802,559332.6000000089,HRV,HRV_0145,2022-11-30 17:55:44
Espresso,3,The Italian government regulates the price of what beverage?,399,0.656,142,559332.6000000089,,q,S,1778.8999999910593,562299.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
The Guinness Book of World Records,1,What did Ross and Norris McWhirter compile as a promotional giveaway in 1955? ,164,0.779,143,562299.3000000119,,q,S,1804.3999999910593,565405.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
Cygnet ,3,What is the name given to a young swan? ,207,1.449,144,565405.3000000119,,q,S,2522.2999999970198,569901.400000006,HRV,HRV_0145,2022-11-30 17:55:44
Sri Lanka,4,"The word serendipity comes from Serendip, the Persian name for what island? ",109,1.727,145,569901.400000006,,q,S,1866.5,574026.8000000119,HRV,HRV_0145,2022-11-30 17:55:44
Haddock,6,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,1.762,146,574026.900000006,,q,S,2637.0,578959.1000000089,HRV,HRV_0145,2022-11-30 17:55:44
The Stanley Cup ,5,Where is Jacques Plante's name misspelled five of the six times it appears? ,318,1.942,147,578959.200000003,,q,S,1920.4000000059605,583357.900000006,HRV,HRV_0145,2022-11-30 17:55:44
OutKast,7,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,379,1.184,148,583357.900000006,,q,S,2265.7999999970198,587341.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
Cheetah,3,Which is the only cat that cannot retract its claws? ,344,1.057,149,587341.400000006,,q,S,1850.0,590779.6000000089,HRV,HRV_0145,2022-11-30 17:55:44
The budgerigar,6,"What pet bird takes its name from Australian Aborigine words for ""good eating""?",244,1.982,150,590779.700000003,,q,S,1835.7000000029802,595124.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
Plumbing,1,"What common English word derives from the Latin for ""lead"", for the Roman practice of making water pipes out of lead?",153,1.278,151,595124.3000000119,,q,S,2115.0999999940395,599050.400000006,HRV,HRV_0145,2022-11-30 17:55:44
Uncle Tom's Cabin ,5,What was the first American novel to sell one million copies? ,281,1.708,152,599050.400000006,,q,S,1836.9000000059605,603107.8000000119,HRV,HRV_0145,2022-11-30 17:55:44
