Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
Kansas City ,7,The first suburban shopping center in the U.S. was established in what city?,99,1.865,133,489312.39999997616,p,K,2323.600000023842,494017.3000000119,,HRV,HRV_0297,2022-11-30 20:40:47
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",4,Cooking which food requires over two years of training?,461,1.882,134,494017.39999997616,p,K,1754.4000000357628,498168.6999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Avocado,1,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,1.574,135,498168.6999999881,p,K,1643.199999988079,501897.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Kayak,7,An umiak is a larger version of what? ,20,0.531,136,501897.5,p,K,1874.5,504816.89999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Giant squid,2,Which animal can have eyes that are a foot in diameter? ,324,1.944,137,504816.89999997616,p,K,1930.800000011921,509208.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
The Netherlands,4,In 1568 the Catholic Church sentenced the entire population of which nation to death as heretics?,47,1.568,138,509208.39999997616,p,K,1667.2000000476837,512960.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
All in the Family ,4,"What's the only TV show to top the Nielsen ratings five seasons in a row, from 1972 to 1976?  ",311,1.064,139,512960.1999999881,p,K,1587.300000011921,516127.6999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Every jar of peanut butter must be at least 90% peanuts,6,What percentage of peanuts is found in a standard jar of peanut butter?,423,0.984,140,516127.8000000119,p,K,1948.0,519576.89999997616,,HRV,HRV_0297,2022-11-30 20:40:47
"the Red Hot Chili Peppers, followed closely by Meatloaf",7,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.496,141,519576.89999997616,q,S,2731.0,524336.3000000119,,HRV,HRV_0297,2022-11-30 20:40:47
On a Jell-O box,6,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.576,142,524336.3000000119,q,S,1971.0999999642372,528402.8999999762,,HRV,HRV_0297,2022-11-30 20:40:47
Radioactivity,2,What is measured in becquerels? ,201,1.303,143,528402.8999999762,p,K,1736.6000000238419,531952.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
State quarters ,1,What's been released five times a year from January 1999 to fall 2008?,300,0.624,144,531952.1999999881,p,K,1643.300000011921,534736.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
The popsicle,6,Which popular treat was invented by an 11-year-old in California? ,413,0.532,145,534736.1999999881,q,S,1691.1000000238419,537473.0,,HRV,HRV_0297,2022-11-30 20:40:47
Japan ,6,What nation is home to the only tunnel in the world longer than the Chunnel?  ,236,0.71,146,537473.0,q,S,1842.699999988079,540537.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Smurfette,5,"Who did Gargamel create using ingredients like crocodile tears, the tip of an adder's tongue and a hard stone for a heart?",364,1.795,147,540537.1999999881,p,K,1746.199999988079,544591.8999999762,,HRV,HRV_0297,2022-11-30 20:40:47
C,2,"James Bond works for M, but what single initial is used for the real-life director of Britain's MI6?",71,0.913,148,544592.0,p,K,1715.699999988079,547737.1000000238,,HRV,HRV_0297,2022-11-30 20:40:47
Thomas Crapper,7,What was the unfortunate name of the plumber who helped popularize and improve the flush toilet? ,294,0.578,149,547737.1000000238,q,S,1706.2999999523163,550535.8000000119,,HRV,HRV_0297,2022-11-30 20:40:47
United States,5,In which country is it most common for divers to be attacked by sharks?,68,1.402,150,550535.8000000119,q,S,1507.699999988079,553960.6999999881,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 552601.8999999762, 'date time': 1669840784441}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 553693, 'date time': 1669840785532}]",HRV,HRV_0297,2022-11-30 20:40:47
The Mini Cooper,6,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",394,1.443,151,553960.6999999881,p,K,1538.9000000357628,557462.1000000238,,HRV,HRV_0297,2022-11-30 20:40:47
Roulette,3,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,182,0.842,152,557462.1000000238,p,K,1741.5,560560.8000000119,,HRV,HRV_0297,2022-11-30 20:40:47
Midnight Cowboy ,4,What was the only X-rated film to win the Academy Award for Best Picture?  ,293,0.723,153,560560.8000000119,p,K,2146.399999976158,563941.0,,HRV,HRV_0297,2022-11-30 20:40:47
Your blind spot,7,What's the more common name for the retinal scotoma caused by the optic nerve? ,303,1.689,154,563941.1000000238,q,S,3094.2999999523163,569241.6999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Ohio,5,Which is the only U.S. state that has a pennant-shaped flag instead of a rectangular one?  ,345,1.342,155,569241.6999999881,p,K,1825.6000000238419,572921.1000000238,,HRV,HRV_0297,2022-11-30 20:40:47
It's stamped on the coin's edge.,2,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",215,1.553,156,572921.1999999881,q,S,2458.199999988079,577449.1000000238,,HRV,HRV_0297,2022-11-30 20:40:47
Arkansas ,3,Where is the only active diamond mine in the U.S.?,320,1.325,157,577449.1999999881,q,S,1642.6000000238419,580928.3999999762,,HRV,HRV_0297,2022-11-30 20:40:47
" ""!"" ",5,"Eager to find out how his novel Les Miserables was being received, Victor Hugo sent a telegram to his publisher that read ""?"" What did his publisher reply?",35,1.925,158,580928.3999999762,p,K,3938.900000035763,587320.1000000238,,HRV,HRV_0297,2022-11-30 20:40:47
North Korea,6,"Until 2007, what was the only country in the world not to have registered it's on internet domain suffix, "".kp""?",120,0.83,159,587320.1000000238,q,S,4755.599999964237,593424.6000000238,,HRV,HRV_0297,2022-11-30 20:40:47
Coca-Cola,1,"""Project Kansas"" was the name for the top secret 1985 attempt to revamp what product?",416,1.113,160,593424.6999999881,p,K,4426.5,599480.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
"A peanut is a legume, not a nut",3,What type of food is a peanut?,447,1.324,161,599480.1999999881,q,S,1923.0,603232.1000000238,,HRV,HRV_0297,2022-11-30 20:40:47
