Var1,QuestionNum,Question,AnswerUse,IsFood,Curiosity,Satisfy,More,CurSD,SatSD,MoreSD,KnowNO,KnowTOT,KnowYES,Count,KnowNOprop,KnowYESprop,KnowTOTprop,CurSD_z
307,124,What 1982 successor to the VIC-20 is still the bestselling computer model of all time?,The Commodore 64 ,0,50.16666667,56.69444444,30.77777778,34.92890739,32.6958446,30.06479775,25,4,7,36,0.694444444,0.194444444,0.111111111,0.827887012
308,125,"What 1990's movie was filmed on a budget of $60,000 but grossed over $100 million? ",The Blair Witch Project,0,73.34090909,61.31818182,38.38636364,26.17556395,32.4630543,30.7277739,26,8,11,45,0.577777778,0.244444444,0.177777778,-2.2440127
312,126,"What 20th-century conflict was dubbed the ""forgotten war"" despite over 50,000 U.S. deaths?",The Korean War,0,62.12765957,65.44680851,52.17021277,32.80483595,30.5000417,35.88466982,23,13,11,47,0.489361702,0.234042553,0.276595745,0.082465051
313,127,What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?,Gary Busey,0,52.79411765,56.79411765,31.14705882,35.32084921,34.61894683,32.97945398,23,4,7,34,0.676470588,0.205882353,0.117647059,0.965435134
315,128,What African capital city is named after a U.S. president? ,Monrovia,0,55.51219512,58.51219512,41.95121951,33.5403652,31.9516212,31.27455133,31,3,8,42,0.738095238,0.19047619,0.071428571,0.340591799
317,129,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,Dark Side of the Moon,0,73,70.22,44.64,30.46242249,27.18815018,35.01239431,40,5,7,52,0.769230769,0.134615385,0.096153846,-0.739581896
318,130,"What Amish country village in Pennsylvania, where ""Witness"" was filmed, is a frequent victim of street-sign theft?","Intercourse, Pennsylvania",0,60.04347826,73.41304348,45.76086957,34.36532912,29.73854669,33.22126814,35,8,4,47,0.744680851,0.085106383,0.170212766,0.630104766
319,131,What animal can live up to a week without its head?,Cockroach,0,74.25,56.6,35.6,29.46075181,31.43230414,34.18111639,25,6,10,42,0.595238095,0.238095238,0.142857143,-1.091108358
321,132,"What animal is thought to be immune to most all diseases, including cancer? ",Shark,0,75.80487805,75.90243902,65.29268293,31.4008117,27.14664333,34.00826657,31,2,8,41,0.756097561,0.195121951,0.048780488,-0.410263438
322,133,What animal lives in a holt? ,An otter,0,63.35714286,70.64285714,54.54761905,30.23954883,26.39920678,29.94727267,36,5,1,42,0.857142857,0.023809524,0.119047619,-0.817797211
323,134,"What animal, which eighteenth century settlers called a ""native bear"" has two opposable thumbs on each hand?",Koala,0,63.45833333,72.89583333,48.72916667,30.33778511,22.15346818,33.03237585,36,5,8,49,0.734693878,0.163265306,0.102040816,-0.783322155
329,135,What are infant marsupials called?  ,Joeys,0,61.61538462,66.64102564,41.71794872,30.15976353,27.24690922,28.95363691,24,8,7,39,0.615384615,0.179487179,0.205128205,-0.845797078
331,136,What are Quivira and Cibola?  ,Two of the seven cities of gold,0,52.11627907,55.69767442,52.20930233,33.63049162,34.03537018,35.50221867,36,3,4,43,0.837209302,0.093023256,0.069767442,0.372220781
332,137,What are the bumps on the tongue that carry the taste buds called? ,Papillae,0,62.7826087,64.2826087,41.69565217,31.79861146,28.90571881,34.48598399,22,17,7,47,0.468085106,0.14893617,0.361702128,-0.270659529
335,138,"What are you trying to remember if you use the mnemonic ""HOMES""?  ",The names of the Great Lakes ,0,54,61.36842105,32.18421053,34.68234226,31.04784543,31.16118103,31,3,4,40,0.775,0.1,0.075,0.741357409
336,139,What area changed hands 72 times during the Civil War? ,Shenandoah Valley,0,67.65116279,60.1627907,54.02325581,32.65394581,33.47702142,36.74655045,38,3,1,43,0.88372093,0.023255814,0.069767442,0.029511642
337,140,What artillery weapon was launched upon the world in 400 B.C.?  ,Catapult ,0,69.77083333,68.02083333,43.6875,31.73711136,32.44208561,35.6168477,33,5,10,48,0.6875,0.208333333,0.104166667,-0.292242383
345,141,What bay is actually the United States's largest tidal estuary? ,The Chesapeake Bay,0,58.9787234,62.61702128,42.70212766,30.91467174,30.20837286,29.56342842,34,3,10,47,0.723404255,0.212765957,0.063829787,-0.580869473
346,142,"What bay is Otis Redding serenading in ""(Sittin' on) the Dock of the Bay""? ",San Francisco Bay ,0,67.72727273,74.75,42.31818182,32.0706804,24.56138489,33.79195771,30,7,7,44,0.681818182,0.159090909,0.159090909,-0.175179614
348,143,What Beatles song lasted the longest on the American charts? ,Hey Jude,0,66.81081081,66.21621622,37.40540541,31.36331707,30.29863871,31.73366549,26,5,6,37,0.702702703,0.162162162,0.135135135,-0.42342181
349,144,"What began as a ligature of the letters ""e"" and ""t""?",Ampersand (&),0,71,65.64864865,52.40540541,26.91653767,27.24397611,31.86295259,34,2,1,37,0.918918919,0.027027027,0.054054054,-1.983975267
364,145,"What bulb vegetable is traditionally worn on Saint David's Day, as it's a national symbol of Wales?",The Leek ,0,59.61904762,52.26190476,39.52380952,30.70230974,31.88627622,30.85152334,32,5,5,42,0.761904762,0.119047619,0.119047619,-0.655395825
375,146,What city at the intersection of I-5 and I-84 is home to America's most courteous drivers according to a 2007 study? ,"Portland, Oregon",0,56.37837838,60.37837838,49,31.071022,28.06871662,29.83566099,29,4,4,38,0.763157895,0.105263158,0.105263158,-0.525999886
376,147,What city has the only drive-thru post office in the world? ,Chicago,0,71.97560976,69.24390244,53.41463415,30.01540255,27.69817728,32.016383,40,1,1,42,0.952380952,0.023809524,0.023809524,-0.896459142
377,148,"What city is home to the world's very first pet cemetery, in which Rin Tin Tin is buried?",Paris,0,59.09090909,58.72727273,31.33333333,29.11117015,27.20670038,30.54368456,29,2,2,33,0.878787879,0.060606061,0.060606061,-1.213790603
380,149,What civil rights leader did Dorothy Parker leave the bulk of her estate to?,Martin Luther King Jr. ,0,54,69.45714286,45.31428571,33.70721689,25.72403643,32.53484234,26,9,1,36,0.722222222,0.027777778,0.25,0.399146759
384,150,What color is insect blood? ,Yellow,0,61.23684211,64.15789474,51.52631579,34.45830556,29.52921258,36.17804086,27,2,9,38,0.710526316,0.236842105,0.052631579,0.662733934
386,151,What color lipstick did silent movie stars wear?  ,Black,0,64.1627907,73.48837209,50.6744186,31.0199093,22.60886056,31.69176018,31,4,8,44,0.704545455,0.181818182,0.090909091,-0.543937387
389,152,What common aquarium fish is named for the naturalist who discovered it in Trinidad in 1876? ,The guppy,0,52.95348837,57.55813953,44.02325581,33.9207434,29.89768451,32.08210328,37,3,3,43,0.860465116,0.069767442,0.069767442,0.474081785
390,153,"What common English word derives from the Latin for ""lead"", for the Roman practice of making water pipes out of lead?",Plumbing,0,61.65217391,64.7173913,40.41304348,31.04277865,32.50276094,29.93220197,38,5,4,47,0.808510638,0.085106383,0.106382979,-0.535911614
391,154,What common item is usually made up of twelve pentagons and twenty hexagons?,A soccer ball,0,66.35714286,64.97619048,22.97619048,31.6765832,33.19821336,28.17409993,30,6,7,43,0.697674419,0.162790698,0.139534884,-0.313484145
392,155,What company introduced the first LP record albums?  ,Columbia,0,63.79069767,65.62790698,36.88372093,33.36133929,28.53487695,31.78889391,33,2,9,44,0.75,0.204545455,0.045454545,0.277764418
396,156,"What could be built by the largest Lego set ever sold, a 5195-piece monstrosity? ",The Millenium Falcon ,0,68.27659574,67.65957447,46.68085106,32.49461636,32.58052005,38.42163475,38,3,6,47,0.808510638,0.127659574,0.063829787,-0.02640346
397,157,What country borders both of the world's only two nations with square flags? ,Italy ,0,54.37254902,55.54901961,39.66666667,34.74015589,34.04956019,33.90378543,46,4,3,53,0.867924528,0.056603774,0.075471698,0.761646532
398,158,What country has six sheep for every human? ,Australia,0,63.375,65.72916667,36.95833333,29.85683927,28.31790621,28.62149046,33,7,9,49,0.673469388,0.183673469,0.142857143,-0.952105365
400,159,"What country launched Europe's first super-high-speed passenger train, in 1981?",France,0,64.9,60,47.675,30.53522556,30.26379745,32.19761697,27,8,5,40,0.675,0.125,0.2,-0.714032374
403,160,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,Prussian Blue ,0,71.75555556,64.57777778,50.26666667,32.08451592,31.00988764,33.0140466,35,6,4,45,0.777777778,0.088888889,0.133333333,-0.170324175
406,161,What current branch of the U.S. military was a corps of only 50 soldiers when World War I broke out?,The U.S. Air Force,0,58.58536585,61.63414634,44.29268293,34.50867689,32.40042908,37.87099411,31,5,5,41,0.756097561,0.12195122,0.12195122,0.680411254
409,162,What did Coleco name its 1983 home computer in the hope that it would take a bit out of Apple's sales?,Adam,0,68.33333333,62.45238095,48.69047619,26.63728056,30.96591547,32.98298756,34,7,4,45,0.755555556,0.088888889,0.155555556,-2.081977801
411,163,What did popular author J.D. Salinger reveal the first two intials in his name to stand for?  ,Juvenile deliquent,0,66.5,70.97222222,58.77777778,32.67021361,30.4982305,33.56453154,33,3,0,37,0.891891892,0,0.081081081,0.035220664
413,164,What did Ross and Norris McWhirter compile as a promotional giveaway in 1955? ,The Guinness Book of World Records,0,50.1,69.4,54.275,33.71053248,29.94935897,34.06177457,38,2,0,41,0.926829268,0,0.048780488,0.400310331
414,165,What did the letter Q originally stand for in NASDAQ?  ,Quotations ,0,56.56756757,52.40540541,33.02702703,31.62237301,33.74039737,37.20102036,30,2,5,37,0.810810811,0.135135135,0.054054054,-0.33250868
420,166,"What doctor, whose life was fictionalized in a 1998 film, founded the Gesundheit! Institute and named his oldest son ""Atomic Zagnut""?",Patch Addams ,0,58.66666667,54.28571429,42.78571429,31.02136688,32.05352666,33.62674292,36,3,3,42,0.857142857,0.071428571,0.071428571,-0.543425862
422,167,What does a screever do on a sidewalk? ,Draw,0,50.12195122,50.43902439,34.19512195,35.35618413,32.08819782,29.93344243,34,3,5,42,0.80952381,0.119047619,0.071428571,0.977835578
423,168,What does an anemometer measure? ,Speed of wind,0,59.27659574,63.57446809,40.27659574,31.72209635,29.18586963,28.89839933,37,5,6,48,0.770833333,0.125,0.104166667,-0.297511754
427,169,"What element did alchemist Hennig Brand discover in 1669 when, boiling his own urine in the hopes of making gold, he observed glowing fumes?",Phosphorus,0,68.95918367,58.44897959,50.51020408,29.9992772,28.02458833,32.92106877,37,7,5,49,0.755102041,0.102040816,0.142857143,-0.902118174
428,170,What element must be burned out of pig iron to make steel? ,Carbon,0,60.62222222,59.77777778,40.42222222,23.72885555,23.98000008,28.41373619,38,3,4,45,0.844444444,0.088888889,0.066666667,-3.102660926
432,171,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,Geyser,0,52.35135135,62.7027027,45.08108108,32.40560327,26.38588097,30.62984962,32,4,3,39,0.820512821,0.076923077,0.102564103,-0.05764173
433,172,What EU nation was once led by a president and a prime minister who were identical twins? ,Poland,0,65.95348837,59.74418605,55.48837209,30.80812624,27.64321412,30.71634596,37,2,4,43,0.860465116,0.093023256,0.046511628,-0.618260567
434,173,What European country is named for the dark-looking Dinaric Alps? ,Montenegro,0,58.91304348,60.23913043,45.56521739,33.64046907,32.24364522,34.14195996,40,4,3,47,0.85106383,0.063829787,0.085106383,0.375722269
435,174,"What event inspired Herbert Morrison's famous quote ""Oh, the humanity!""?",The Hindenburg explosion,0,56.3,67.175,49.825,34.85662943,28.27691593,33.39268114,26,6,8,40,0.65,0.2,0.15,0.802521775
440,175,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,Rod Serling ,0,52.12820513,53.61538462,39.46153846,30.817954,31.99803891,31.69911683,32,5,2,39,0.820512821,0.051282051,0.128205128,-0.614811611
447,176,"What federal agency, which targets workplace discrimination, was chaired by Clarence Thomas for most of the 1980s?",Equal Employment Opportunity Commission ,0,51.21621622,56.86486486,41.37837838,32.7313434,31.79374691,35.77037209,23,6,8,37,0.621621622,0.216216216,0.162162162,0.056673564
451,177,What five-letter word did Time magazine coin in 1926 to refer to left-leaners? ,Pinko,0,65.82857143,59,51.65714286,33.59226602,32.96611451,34.29280739,27,3,6,36,0.75,0.166666667,0.083333333,0.358805881
453,178,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",Theodore Roosevelt ,0,55.51428571,57.48571429,52.14285714,34.81072471,30.90342778,32.86706098,28,5,2,36,0.777777778,0.055555556,0.138888889,0.786411963
454,179,"What forms the only part of the Kansas border, a seventy-five mile stretch, that's not drawn with a straight edge?",The Missouri River ,0,50.43181818,62.70454545,41.02272727,30.38542929,25.05768187,33.8289051,37,1,6,45,0.822222222,0.133333333,0.022222222,-0.766601902
455,180,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,Michael Dell,0,63.64102564,68.05128205,45.07692308,35.2139978,28.37896619,33.02422127,29,4,7,40,0.725,0.175,0.1,0.927936685
458,181,What future secretary of state became America's first five-star general in December 1944? ,George Marshall,0,57.93023256,55.90697674,43.11627907,30.59675936,31.57893659,32.8598824,31,3,10,44,0.704545455,0.227272727,0.068181818,-0.692437693
461,182,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,Roulette,0,66.7826087,67.54347826,60.56521739,24.37112412,26.62388779,29.91146356,35,7,4,46,0.760869565,0.086956522,0.152173913,-2.877263095
465,183,What grapefruit-sized object has been reckoned to be the largest single cell on earth? ,An ostrich egg yolk ,0,74.30232558,62.34883721,36.09302326,24.92420404,29.66871346,33.16467854,36,5,2,44,0.818181818,0.045454545,0.113636364,-2.683165142
469,184,"What gullible author believed that Harry Houdini had ""wonderful powers"" after Houdini showed him the child's trick of pretending to remove his thumb? ",Arthur Conan Doyle,0,54.13953488,51.18604651,39.55813953,32.16148347,30.06758721,32.76997924,38,3,2,43,0.88372093,0.046511628,0.069767442,-0.14331317
473,185,What city's harbor is overlooked by Victoria Peak? ,Hong Kong ,0,51.42592593,58.37037037,34.90740741,34.30748961,27.75043518,31.65871576,43,4,8,55,0.781818182,0.145454545,0.072727273,0.609806561
480,186,What imports from a Baja California beach made Gary Drahl a millionaire in late 1975?,Pet Rocks,0,62.4,61.96,47,31.72458005,34.16524072,34.98979443,43,7,2,53,0.811320755,0.037735849,0.132075472,-0.296640122
481,187,What Indianapolis grocer made his name by selling canned pork and beans to U.S. troops during the Civil War?,Gilbert Van Camp ,0,61.84444444,57.88888889,37.68888889,32.93654751,33.40265519,30.29538085,27,9,9,45,0.6,0.2,0.2,0.128687924
482,188,What industry uses 20% of China's harvested plants?  ,Medicine,0,62.97560976,63.04878049,55.41463415,29.48006768,28.22051667,30.76034428,31,2,9,42,0.738095238,0.214285714,0.047619048,-1.084329646
484,189,What instrument was invented to sound like a human singing? ,Violin,0,71.09302326,69.65116279,48.60465116,29.8964992,30.35808806,32.12115423,32,5,6,43,0.744186047,0.139534884,0.11627907,-0.938187102
485,190,What Internet portal was sued for copyright infringement in 2000 by the star of Young Einstein? ,Yahoo!,0,55.56097561,59.82926829,49.51219512,33.81866998,29.272771,36.34495973,33,4,4,41,0.804878049,0.097560976,0.097560976,0.438260122
486,191,"What invention should make Ts'ai Lun, a second-century inventor, a household name? ",Paper,0,68.8,66.45714286,57.11428571,29.70323809,27.13402775,33.70265431,32,2,2,36,0.888888889,0.055555556,0.055555556,-1.006010187
487,192,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",Charles Babbage ,0,66.83333333,56.71428571,54.30952381,31.09773474,26.31542784,34.03548227,40,2,1,43,0.930232558,0.023255814,0.046511628,-0.516625316
490,193,What is a capon?  ,A castrated rooster,0,59.31707317,54.34146341,29.2195122,30.96807955,34.40247793,29.71322281,27,8,7,42,0.642857143,0.166666667,0.19047619,-0.562126526
492,194,What is a female donkey called?,A jenny ,0,73.67647059,77.91176471,40.55882353,25.90275589,22.96818306,32.28302038,21,9,4,34,0.617647059,0.117647059,0.264705882,-2.339752001
493,195,What is a nene?,A Hawaiian goose,0,51.5483871,51.87096774,38.87096774,35.20306683,34.57045168,34.75412871,29,1,1,31,0.935483871,0.032258065,0.032258065,0.924100568
495,196,"What is absent in ""negative"" blood types like O negative and AB negative? ",Rhesus antigens (Rh or RhD),0,57.85365854,56.36585366,42,34.31075704,28.3238028,32.63740186,24,8,10,42,0.571428571,0.238095238,0.19047619,0.610953233
496,197,What is an adit?  ,A mine shaft passage,0,62.69230769,59.64102564,32.84615385,31.69023911,31.37253843,28.21117589,34,2,4,40,0.85,0.1,0.05,-0.308691737
497,198,What is an esker? ,A glacial ridge,0,64.94871795,57.53846154,39.12820513,29.32750525,26.91003154,30.75213256,38,0,1,39,0.974358974,0.025641026,0,-1.137869928
499,199,"What is believed to have received its name from the Portuguese word for ""simpleton""? ",The dodo,0,54.21212121,55.96969697,36.42424242,33.99977718,35.89262185,30.60538178,28,4,1,33,0.848484848,0.03030303,0.121212121,0.501817913
500,200,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ",Lhasa Apso,0,53.56818182,61.5,43.36363636,34.06996749,33.999658,34.56176871,37,5,2,44,0.840909091,0.045454545,0.113636364,0.526450511
504,201,What is measured in becquerels? ,Radioactivity,0,61.4,69.02222222,53.97777778,28.48955151,23.51352501,33.54541622,41,3,1,45,0.911111111,0.022222222,0.066666667,-1.431941543
505,202,What is measured in millibars? ,Pressure,0,59.22727273,58.65909091,31.52272727,31.1521873,30.40956335,30.35869948,29,6,10,45,0.644444444,0.222222222,0.133333333,-0.497515724
513,203,What is the largest creature without a backbone? ,Giant squid,0,73.84444444,74.84444444,50.15555556,28.32919756,28.7085318,33.48334427,33,4,8,45,0.733333333,0.177777778,0.088888889,-1.488216185
514,204,What is the largest flower in the world? ,Rafflesia (corpse lily) ,0,74.38461538,66.17948718,57.84615385,24.47621336,29.86625608,31.98316865,30,3,6,39,0.769230769,0.153846154,0.076923077,-2.840383062
520,205,What is the most common mammal in the U.S.? ,Mouse,0,69.04,65.56,32.38,28.39514187,27.745314,31.85483015,34,6,10,50,0.68,0.2,0.12,-1.465073679
521,206,What is the most sober school according to The Princeton Review? ,Brigham Young University,0,65.7173913,60.97826087,32.7173913,33.0935798,31.7360567,32.92662755,36,4,6,46,0.782608696,0.130434783,0.086956522,0.183796863
522,207,What is the name given to a young swan? ,Cygnet ,0,53.12765957,57.17021277,37.44680851,32.29054042,31.91246121,37.16637594,30,9,8,48,0.625,0.166666667,0.1875,-0.098021902
526,208,What is the name of the ship that carried Captain Cook to Australia?  ,Endeavour ,0,64.11111111,60.31111111,53.22222222,29.38476895,24.72836265,26.67130641,28,10,6,45,0.622222222,0.133333333,0.222222222,-1.117773795
534,209,What is the only English word with three consecutive double letters?  ,Bookkeeper,0,86.18181818,78.54545455,36.63636364,21.48365818,27.19563452,29.71734355,37,4,4,45,0.822222222,0.088888889,0.088888889,-3.890590843
539,210,What is the only part of the body that can't repair itself? ,Tooth,0,73.63888889,70.69444444,43.25,28.42247881,22.55383331,35.34432668,25,3,9,37,0.675675676,0.243243243,0.081081081,-1.455480049
540,211,What is the only part of the body that has no blood supply? ,Cornea,0,80.23255814,77.11627907,65.20930233,25.24908033,22.34812158,29.41700038,27,6,10,43,0.627906977,0.23255814,0.139534884,-2.569153005
541,212,What is the only type of animal besides a human that can get a sunburn?,Pig,0,76.21428571,75.11904762,50.9047619,21.4561785,22.45342321,34.02281123,29,5,7,42,0.69047619,0.166666667,0.119047619,-3.900234565
542,213,What is the only type of lizard that has a voice? ,Gecko,0,77.80487805,75.2195122,63.73170732,20.88686132,19.77436749,28.76023678,39,2,0,42,0.928571429,0,0.047619048,-4.100030827
545,214,What is the second oldest continuously held American sporting event?  ,Westminster Kennel Club dog show ,0,60.70454545,52.38636364,30.04545455,28.5987311,30.30482033,31.27518858,31,9,5,45,0.688888889,0.111111111,0.2,-1.393626041
552,215,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",It's stamped on the coin's edge.,0,79.74,64.84,45.08,24.66825606,31.54805858,33.79520555,41,3,6,50,0.82,0.12,0.06,-2.772987564
556,216,What islands are home to most of the world's blue-footed boobies? ,The Galapagos Islands ,0,65.68292683,67.70731707,54.90243902,27.16839986,24.01275068,28.43835867,34,5,3,42,0.80952381,0.071428571,0.119047619,-1.895586708
557,217,What Italian physician was the first to describe the way the ovaries connect to the uterus in humans?,Gabriele Falloppio ,0,53.40909091,59.47727273,39.45454545,31.21070045,33.31421139,31.69289741,41,1,3,45,0.911111111,0.066666667,0.022222222,-0.476981112
558,218,"What Jack Nicholson comedy was translated as ""Mr. Cat Poop"" in Cantonese when it was released in China?",As Good As It Gets ,0,60.8974359,68.66666667,44,35.15738664,25.34221912,31.67516045,34,5,2,42,0.80952381,0.047619048,0.119047619,0.908069556
559,219,"What Japanese word for ""wave person"" refers to a masterless samurai?  ",Ronin,0,59.44444444,53.97222222,46.41666667,32.68240632,32.31141869,35.77738711,27,2,7,37,0.72972973,0.189189189,0.054054054,0.039499575
562,220,"What kind of ""oven"" is the official state cooking pot of Utah? ",Dutch Oven,0,52,53.2,33.77142857,31.47548065,31.3150969,31.82034654,25,3,7,35,0.714285714,0.2,0.085714286,-0.384059105
564,221,What kind of animal attacked Jimmy Carter during an April 1979 fishing trip?   ,Rabbit,0,59.10526316,61.57894737,43.57894737,34.52205678,30.56639347,36.79940627,26,6,6,38,0.684210526,0.157894737,0.157894737,0.685106794
565,222,"What kind of animal is Artemia Salina, the ""sea monkey"" of novelty pet ad fame? ",Brine Shrimp ,0,56.81481481,56.31481481,35.33333333,32.79845491,31.05978658,30.99543484,41,1,12,55,0.745454545,0.218181818,0.018181818,0.080225686
567,223,"What kind of animal was Hariet, who died at the Queensland Zoo in 2006 and was claimed to have belonged to Charles Darwin?",A Galapagos giant tortoise ,0,62.1627907,67.53488372,53.60465116,33.60408863,30.40077446,36.09058678,30,3,10,43,0.697674419,0.23255814,0.069767442,0.362954912
569,224,"What kind of enormous, cool star will our own sun become in five billion years? ",A red giant ,0,62.4047619,70.88095238,55.19047619,33.02774851,28.53940569,37.79291332,28,5,10,43,0.651162791,0.23255814,0.11627907,0.16069402
571,225,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ",A wiki,0,60.92307692,71.43589744,50.33333333,31.57729415,23.9734446,31.22948449,32,3,4,39,0.820512821,0.102564103,0.076923077,-0.348328659
574,226,"What lagoon south of Queens, New York, is named for a local Indian tribe and has nothing to do Caribbean?",Jamaica Bay,0,53.62790698,59.04651163,42.62790698,30.62213894,28.95888176,29.75457008,37,4,2,44,0.840909091,0.045454545,0.090909091,-0.68353098
577,227,What late-breaking news story kicked Dumbo off the cover of Time magazine six weeks after the elephant cartoon's release?,Pearl Harbor ,0,64.25641026,73.58974359,46,31.92072248,28.05513177,34.3633832,37,1,2,40,0.925,0.05,0.025,-0.227805869
581,228,What Manhattan intersection was America's first traffic circle?,Columbus Circle ,0,56.55555556,53.51111111,36.68888889,29.35020176,27.32849181,27.13503457,32,6,6,45,0.711111111,0.133333333,0.133333333,-1.129904811
582,229,"What Margate City, NJ, housing area has been misspelled on the Monopoly board for almost 80 years?",Marven (Marvin) Gardens,0,63.83333333,68.58333333,41.16666667,34.51500709,27.19598185,35.84051977,26,3,7,37,0.702702703,0.189189189,0.081081081,0.682632776
585,230,What metal was found in Nevada's famed Comstock Lode?  ,Silver,0,61.05555556,64.08333333,45.86111111,31.94096737,34.40961244,33.54327932,27,5,5,37,0.72972973,0.135135135,0.135135135,-0.220701122
586,231,"What Mexican general, who governed California for four months in 1835, would probably be surprised by how he's remembered in San Francisco today?",Jose Castro ,0,52.09302326,53.48837209,38.6744186,32.45862858,26.6434769,31.82296335,39,1,3,43,0.906976744,0.069767442,0.023255814,-0.039033019
591,232,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",Ozone,0,59.0952381,62.04761905,48.61904762,31.83709259,31.07343967,29.15304643,32,7,4,45,0.711111111,0.088888889,0.155555556,-0.257154956
592,233,What Monkees number one hit was written by a young Neil Diamond? ,I'm a Believer ,0,62.48837209,62.95348837,41.88372093,33.34121723,32.20762516,31.7139066,29,6,9,44,0.659090909,0.204545455,0.136363636,0.27070278
594,234,What musical group chose their name deliberately so that they would appear last in alphabetical listings?,ZZ Top,0,64.56818182,67.06818182,40.52272727,30.92782124,31.79761416,32.47717527,28,7,10,46,0.608695652,0.217391304,0.152173913,-0.576254784
595,235,What name is given to an eagle's nest?   ,Aerie,0,69.20833333,70.5625,44.52083333,26.32445537,25.87194838,33.07373425,31,10,7,48,0.645833333,0.145833333,0.208333333,-2.191760722
600,236,What nation is home to the only tunnel in the world longer than the Chunnel?  ,Japan ,0,61.14634146,66.70731707,52,31.38595305,24.54612383,33.23627536,33,2,6,41,0.804878049,0.146341463,0.048780488,-0.415477936
601,237,What nation's dyslexic king Carl XVI Gustaf misspelled his own name on the accession document that gave him the throne?,Sweden,0,57.23809524,64.54761905,48.5,34.56969597,26.57543555,33.53138319,37,1,5,43,0.860465116,0.11627907,0.023255814,0.7018253
602,238,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,Tuxedo Club ,0,61.26530612,59.16326531,40.53061224,31.80656085,33.68502816,33.25225684,37,8,4,49,0.755102041,0.081632653,0.163265306,-0.26786977
604,239,"What noisy word comes from the capital of Hell in Milton's ""Paradise Lost""? ",Pandemonium,0,60.04761905,64.88095238,50.04761905,33.03505336,29.75034526,36.04668543,31,6,6,43,0.720930233,0.139534884,0.139534884,0.163257583
612,240,What Oscar-winning Best Picture is named for a type of rose? ,American Beauty,0,63.4047619,65.97619048,41.0952381,33.03808558,29.35608808,32.87434282,28,6,8,42,0.666666667,0.19047619,0.142857143,0.164321711
613,241,What owner-bartender of Chicago's Lone Star Saloon was famous for his drug-laced drinks? ,Mickey Finn,0,62.46938776,53.97959184,45.85714286,31.17564624,31.93058212,32.80307404,45,2,2,49,0.918367347,0.040816327,0.040816327,-0.489283041
614,242,"What Pacific inlet was called ""Stingray Bay"" until Captain Cook renamed it for ""the great quantity of plants"" his scientists had discovered?",Botany Bay,0,52.475,53.025,39.175,30.95073629,27.93535349,32.45974825,34,3,4,41,0.829268293,0.097560976,0.073170732,-0.568212973
618,243,What part of his body did Keith Richards insure for a million pounds?,"Third finger, left hand ",0,68.74418605,57.23255814,49.11627907,27.99327557,28.45617952,28.72132881,31,6,8,46,0.673913043,0.173913043,0.130434783,-1.606104699
620,244,"What pet bird takes its name from Australian Aborigine words for ""good eating""?",The budgerigar,0,66.04444444,59,46.6,29.78480054,31.56162803,34.04635877,39,3,3,45,0.866666667,0.066666667,0.066666667,-0.977386646
622,245,"What plant takes its name for the Chinese words for ""man root""? ",Ginseng ,0,56.52,62.3,45,35.12324656,31.42873377,32.26295026,39,3,8,50,0.78,0.16,0.06,0.896088432
632,246,"What president has three ""A's"" in his first name, each of which has a different sound? ",Abraham Lincoln ,0,55.66666667,63.66666667,36.64583333,31.57182513,29.98179116,32.35342698,36,3,9,48,0.75,0.1875,0.0625,-0.35024796
633,247,What president was shot while walking to California Governor Jerry Brown's office?  ,Gerald Ford ,0,62,64.47222222,42.16666667,29.4996368,17.69824222,32.18828536,26,6,5,37,0.702702703,0.135135135,0.162162162,-1.077462054
635,248,What product did Herbert Lapidus invent in 1974 by impregnanting latex rubber with coconut charcoal?,Odor Eaters ,0,64.91111111,55.02222222,38.64444444,26.73083189,32.30570516,35.27370612,38,2,6,47,0.808510638,0.127659574,0.042553191,-2.04914688
636,249,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,Pen(n)sylvania ,0,67.39583333,69.875,43.6875,31.87858588,29.84329641,33.16827262,42,1,5,48,0.875,0.104166667,0.020833333,-0.242593294
641,250,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,The World Almanac and Book of Facts,0,50.39534884,60.97674419,35.8372093,32.79019855,32.08507172,32.19651729,33,5,6,44,0.75,0.136363636,0.113636364,0.077328197
