Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
Matches,5,John Walker invented what common household item having accidentally mixed potassium chlorate and antimony sulfide the previous year?,72,1.893,129,555731.9000000022,q,S,2080.099999997765,560215.5,,HRV,HRV_0053,2022-11-30 17:37:33
C,6,"James Bond works for M, but what single initial is used for the real-life director of Britain's MI6?",71,1.146,130,560215.5,q,S,1987.1000000014901,563860.1000000015,,HRV,HRV_0053,2022-11-30 17:37:33
A red giant ,7,"What kind of enormous, cool star will our own sun become in five billion years? ",224,1.154,131,563860.1000000015,q,S,3393.39999999851,568920.4000000022,,HRV,HRV_0053,2022-11-30 17:37:33
Roulette,2,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,182,0.625,132,568920.4000000022,q,S,2218.7999999970198,573136.1999999993,"[{'event': 'visibilitychange', 'details': 'hidden', 'performance time': 569170.9000000022, 'date time': 1669829818746}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 570027.5, 'date time': 1669829819602}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 572195.3000000007, 'date time': 1669829821770}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 572413.5, 'date time': 1669829821988}]",HRV,HRV_0053,2022-11-30 17:37:33
Odor Eaters ,5,What product did Herbert Lapidus invent in 1974 by impregnanting latex rubber with coconut charcoal?,248,0.56,133,573136.1999999993,q,S,4586.60000000149,578789.4000000022,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 576599, 'date time': 1669829826174}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 577163.4000000022, 'date time': 1669829826738}]",HRV,HRV_0053,2022-11-30 17:37:33
Louie Louie,5,What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?,122,1.017,134,578789.4000000022,q,S,1657.2999999970198,581973.5,,HRV,HRV_0053,2022-11-30 17:37:33
cooking,6,"If you suffer from Mageirocophobia, what are you scared of?",438,1.397,135,581973.5,q,S,1694.1000000014901,585575.9000000022,,HRV,HRV_0053,2022-11-30 17:37:33
Rooster,7,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,268,1.05,136,585575.9000000022,q,S,1787.5999999977648,588920.8000000007,,HRV,HRV_0053,2022-11-30 17:37:33
Cell,7,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,1.618,137,588920.8000000007,q,S,1793.5,592843.4000000022,,HRV,HRV_0053,2022-11-30 17:37:33
Speed of wind,3,What does an anemometer measure? ,168,1.84,138,592843.4000000022,q,S,1924.5999999977648,597116.8000000007,,HRV,HRV_0053,2022-11-30 17:37:33
Dutch Oven,5,"What kind of ""oven"" is the official state cooking pot of Utah? ",220,1.967,139,597116.8000000007,q,S,1782.8999999985099,601376.4000000022,,HRV,HRV_0053,2022-11-30 17:37:33
