Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
Robert Lincoln ,5,Who was the only person to be nearby at three different presidential assassinations? ,382,1.76,93,374136.60000014305,q,S,1592.0,378008.60000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Claudius,5,Which Roman emperor had a speech impediment?  ,351,1.076,94,378008.60000014305,q,S,1543.8999998569489,381144.10000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Charles ,5,What river runs through Boston? ,252,1.269,95,381144.10000014305,q,S,1994.5,384912.60000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Yellow,2,What color is insect blood? ,150,0.963,96,384912.60000014305,q,S,1711.8999998569489,388837.7999999523,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 387314.90000009537, 'date time': 1669856253007}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 387316.7000000477, 'date time': 1669856253009}]",HRV,HRV_0323,2022-12-01 01:01:07
AstroTurf ,4,"What was originally sold in 1965 under the name ""Chemgrass""?  ",277,0.587,97,388837.7999999523,q,S,1670.6000001430511,391616.2000000477,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 389029.90000009537, 'date time': 1669856254722}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 389030.7000000477, 'date time': 1669856254723}]",HRV,HRV_0323,2022-12-01 01:01:07
Ripe cranerries bounce when dropped on the ground,6,How do farmers test whether cranberries are ripe?,452,1.878,98,391616.2000000477,q,S,2346.2999999523163,396351.7000000477,,HRV,HRV_0323,2022-12-01 01:01:07
Oklahoma,6,"What U.S. state has the slogan ""Native America"" on its license plates?",271,1.626,99,396351.7000000477,q,S,2126.7999999523163,400625.7999999523,,HRV,HRV_0323,2022-12-01 01:01:07
Thomas Hardy,2,"Though the rest of him lies in Westminster Abbey, what writer's heart is buried near his native Dorchester?",116,1.603,100,400625.7999999523,q,S,1738.7000000476837,404488.0,,HRV,HRV_0323,2022-12-01 01:01:07
American Pie,3,What was the name of the plane Buddy Holly died in?  ,289,1.433,101,404488.0,q,S,1662.5,408095.90000009537,,HRV,HRV_0323,2022-12-01 01:01:07
pastry,7,Choux and filo are two types of what food product?,446,0.622,102,408095.90000009537,q,S,1686.7000000476837,411836.7999999523,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 410470.7999999523, 'date time': 1669856276163}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 410472.5, 'date time': 1669856276165}]",HRV,HRV_0323,2022-12-01 01:01:07
The Millenium Falcon ,3,"What could be built by the largest Lego set ever sold, a 5195-piece monstrosity? ",156,1.887,103,411836.7999999523,q,S,1755.8000001907349,416320.10000014305,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 413078, 'date time': 1669856278770}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 413078.90000009537, 'date time': 1669856278771}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 414276.90000009537, 'date time': 1669856279969}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 414278.5, 'date time': 1669856279971}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 416319.7999999523, 'date time': 1669856282012}]",HRV,HRV_0323,2022-12-01 01:01:07
Bright red,1,Vitamin A is largely available in natural food sources with which colour?,448,1.103,104,416320.10000014305,q,S,1548.2999999523163,419826.40000009537,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 416322.10000014305, 'date time': 1669856282014}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 418472.90000009537, 'date time': 1669856284165}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 418474.40000009537, 'date time': 1669856284167}]",HRV,HRV_0323,2022-12-01 01:01:07
Toledo,7,"The world's first ""sister cities"" were what Spanish city and its midwestern namesake?",110,0.901,105,419826.40000009537,q,S,1762.2000000476837,423830.10000014305,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 421112, 'date time': 1669856286804}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 421112.90000009537, 'date time': 1669856286805}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 422143, 'date time': 1669856287835}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 422144.40000009537, 'date time': 1669856287837}]",HRV,HRV_0323,2022-12-01 01:01:07
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,1,What is the most fattening product in the modern diet?,457,1.672,106,423830.10000014305,q,S,1536.3999998569489,427552.10000014305,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 424768.40000009537, 'date time': 1669856290461}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 424769.40000009537, 'date time': 1669856290462}]",HRV,HRV_0323,2022-12-01 01:01:07
Sri Lanka,5,Ninety percent of the world's true cinnamon comes from what island nation? ,74,1.43,107,427552.10000014305,q,S,1924.5,431416.2000000477,,HRV,HRV_0323,2022-12-01 01:01:07
Echinoderms,1,"Starfish belong to what animal phylum, whose name means ""spiny skin""? ",85,1.391,108,431416.2000000477,q,S,1522.2999999523163,434840.7999999523,,HRV,HRV_0323,2022-12-01 01:01:07
Canada,3,What's the only country to have hosted a Summer Olympics in which it didn't win a single medal?   ,308,0.662,109,434840.7999999523,q,S,1879.7000000476837,437912.5,,HRV,HRV_0323,2022-12-01 01:01:07
The dodo,1,"What is believed to have received its name from the Portuguese word for ""simpleton""? ",199,1.709,110,437912.5,q,S,1576.0,441723.10000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Grace Kelly ,4,What was the name of the American actress who was first to appear on a postage stamp?  ,288,1.321,111,441723.10000014305,q,S,2125.699999809265,445679.90000009537,,HRV,HRV_0323,2022-12-01 01:01:07
the skin and bones of animals,3,What is gelatin made from?,445,1.614,112,445679.90000009537,q,S,1518.5,449320.60000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Texas,6,"In what state was the U.S.'s first ""Adopt-a-Highway"" program started?",67,1.409,113,449320.7000000477,q,S,1669.7999999523163,453826.40000009537,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 451748.90000009537, 'date time': 1669856317441}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 451750.5, 'date time': 1669856317443}]",HRV,HRV_0323,2022-12-01 01:01:07
Canadian Oil,1,What is canola an abbreviation for?,436,0.798,114,453826.40000009537,q,S,2284.0999999046326,457833.2999999523,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 455744.10000014305, 'date time': 1669856321436}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 455744.90000009537, 'date time': 1669856321437}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 456757, 'date time': 1669856322449}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 456758.7000000477, 'date time': 1669856322451}]",HRV,HRV_0323,2022-12-01 01:01:07
Pancreas,6,In what organ of the body would you find the islets of Langerhans and the duct of Wirsung? ,66,0.546,115,457833.2999999523,q,S,2397.5,461827.0,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 459707.90000009537, 'date time': 1669856325400}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 459708.7999999523, 'date time': 1669856325401}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 460977.2000000477, 'date time': 1669856326670}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 460979.5, 'date time': 1669856326672}]",HRV,HRV_0323,2022-12-01 01:01:07
Monday,2,The risk of heart attack is highest on which day of the week?,104,1.196,116,461827.0,q,S,1565.7000000476837,466834.40000009537,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 462734.10000014305, 'date time': 1669856328427}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 462735.2000000477, 'date time': 1669856328428}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 463871.2000000477, 'date time': 1669856329564}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 463872.7999999523, 'date time': 1669856329565}]",HRV,HRV_0323,2022-12-01 01:01:07
Mountain Dew,1,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,1.075,117,466834.40000009537,q,S,1854.0,470272.2999999523,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 466990.2999999523, 'date time': 1669856332683}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 466991.40000009537, 'date time': 1669856332684}]",HRV,HRV_0323,2022-12-01 01:01:07
Smurfette,1,"Who did Gargamel create using ingredients like crocodile tears, the tip of an adder's tongue and a hard stone for a heart?",364,1.074,118,470272.2999999523,q,S,1592.2000000476837,473448.7000000477,,HRV,HRV_0323,2022-12-01 01:01:07
Albert Einstein,3,Who beat out FDR and Gandhi to be named Time's Person of the Century in 1999? ,361,0.685,119,473448.7000000477,q,S,1527.2000000476837,476169.10000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Espresso,2,The Italian government regulates the price of what beverage?,399,1.297,120,476169.10000014305,q,S,2073.5,480061.5,,HRV,HRV_0323,2022-12-01 01:01:07
Graham Greene,3,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",332,1.545,121,480061.5,q,S,1513.1000001430511,483655.2999999523,,HRV,HRV_0323,2022-12-01 01:01:07
A Galapagos giant tortoise ,2,"What kind of animal was Hariet, who died at the Queensland Zoo in 2006 and was claimed to have belonged to Charles Darwin?",223,0.92,122,483655.2999999523,q,S,2361.100000143051,487466.2999999523,,HRV,HRV_0323,2022-12-01 01:01:07
Honey,5,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",402,1.565,123,487466.2999999523,q,S,2332.300000190735,491890.10000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Copperhead snake,3,Which poisonous snake smells like fresh cut cucumbers? ,350,1.392,124,491890.10000014305,q,S,3626.699999809265,497424.0,,HRV,HRV_0323,2022-12-01 01:01:07
Peregrine falcon,7,"With its 240 mph hunting dive, what species of raptor is the fastest animal on earth?",60,1.889,125,497424.0,q,S,2134.600000143051,501973.2000000477,,HRV,HRV_0323,2022-12-01 01:01:07
Frankie Avalon ,4,"Who had the last number one hit of the 1950s with his song ""Why""? ",367,0.709,126,501973.2999999523,q,S,1987.4000000953674,505176.7000000477,,HRV,HRV_0323,2022-12-01 01:01:07
George H.W. Bush ,6,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,1.45,127,505176.7000000477,q,S,1785.7999999523163,508920.60000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Pepper and Mustard,1,What are the top two most popular spices in the world?,422,1.096,128,508920.60000014305,q,S,2134.0,512664.10000014305,,HRV,HRV_0323,2022-12-01 01:01:07
On a Jell-O box,6,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.201,129,512664.10000014305,q,S,1521.5999999046326,515898.10000014305,,HRV,HRV_0323,2022-12-01 01:01:07
A Spoonful of Sugar ,2,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,0.593,130,515898.2000000477,q,S,2252.2000000476837,519266.60000014305,,HRV,HRV_0323,2022-12-01 01:01:07
cheese ,5,What item of food holds the world record for being the most stolen item of food in the world?,444,1.887,131,519266.60000014305,q,S,3883.899999856949,525559.100000143,,HRV,HRV_0323,2022-12-01 01:01:07
Snoopy's,5,"Whose doghouse apparently contains a basement, a pool table, an Andrew Wyeth painting, and a Jacuzzi?",387,1.499,132,525559.2000000477,q,S,2115.2999999523163,529687.7999999523,,HRV,HRV_0323,2022-12-01 01:01:07
The Galapagos Islands ,2,What islands are home to most of the world's blue-footed boobies? ,216,1.054,133,529687.7999999523,q,S,2756.800000190735,534005.0,,HRV,HRV_0323,2022-12-01 01:01:07
South America,4,The electric eel is native only to what continent?,96,1.771,134,534005.0,q,S,2769.4000000953674,539069.100000143,,HRV,HRV_0323,2022-12-01 01:01:07
Harmonica,1,"What's sometimes called a ""licking stick"" or a ""tin sandwich""?  ",301,1.842,135,539069.100000143,q,S,1599.5,543021.600000143,,HRV,HRV_0323,2022-12-01 01:01:07
Theodore Roosevelt ,1,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",178,0.815,136,543021.600000143,q,S,1502.7999999523163,545869.2000000477,,HRV,HRV_0323,2022-12-01 01:01:07
Juvenile deliquent,1,What did popular author J.D. Salinger reveal the first two intials in his name to stand for?  ,163,1.379,137,545869.2000000477,q,S,1969.4000000953674,549750.7000000477,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 545912.9000000954, 'date time': 1669856411605}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 545914.600000143, 'date time': 1669856411607}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 547381.9000000954, 'date time': 1669856413074}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 547383.5, 'date time': 1669856413076}]",HRV,HRV_0323,2022-12-01 01:01:07
Peter Pan ,7,What was the first English play to be written especially for children? ,283,1.949,138,549750.7000000477,q,S,2287.7999999523163,554504.5,,HRV,HRV_0323,2022-12-01 01:01:07
Rafflesia (corpse lily) ,7,What is the largest flower in the world? ,204,1.617,139,554504.5,q,S,1688.1000001430511,558320.600000143,,HRV,HRV_0323,2022-12-01 01:01:07
It causes sour foods subsequently consumed to taste sweet. ,3,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,0.804,140,558320.600000143,q,S,2464.0999999046326,562099.2999999523,,HRV,HRV_0323,2022-12-01 01:01:07
cooking,2,"If you suffer from Mageirocophobia, what are you scared of?",438,0.997,141,562099.2999999523,q,S,2011.2000000476837,565623.7999999523,,HRV,HRV_0323,2022-12-01 01:01:07
Belgium,1,Where were French fries invented?,437,0.759,142,565623.7999999523,q,S,1623.0,568514.2999999523,,HRV,HRV_0323,2022-12-01 01:01:07
"the Red Hot Chili Peppers, followed closely by Meatloaf",3,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.824,143,568514.2999999523,q,S,1752.2000000476837,572600.4000000954,,HRV,HRV_0323,2022-12-01 01:01:07
Australia,3,What country has six sheep for every human? ,158,0.896,144,572600.4000000954,q,S,1614.0,575625.2000000477,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 574928.7999999523, 'date time': 1669856440621}]",HRV,HRV_0323,2022-12-01 01:01:07
Pandemonium,3,"What noisy word comes from the capital of Hell in Milton's ""Paradise Lost""? ",239,1.542,145,575625.2000000477,q,S,3045.2000000476837,580720.2000000477,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 578084.7999999523, 'date time': 1669856443777}]",HRV,HRV_0323,2022-12-01 01:01:07
Monrovia,1,What African capital city is named after a U.S. president? ,128,0.838,146,580720.2999999523,q,S,1511.5,583577.100000143,,HRV,HRV_0323,2022-12-01 01:01:07
Blue,5,Lobster blood is what color?,73,1.051,147,583577.100000143,q,S,2303.399999856949,587447.9000000954,,HRV,HRV_0323,2022-12-01 01:01:07
Paris,4,"What city is home to the world's very first pet cemetery, in which Rin Tin Tin is buried?",148,0.759,148,587447.9000000954,q,S,1627.3999998569489,590358.4000000954,,HRV,HRV_0323,2022-12-01 01:01:07
Fiber is the gut bacteria's preferred fuel source. ,4,What food is most beneficial for your gut bacteria?,458,1.604,149,590358.4000000954,q,S,1724.2000000476837,594214.5,,HRV,HRV_0323,2022-12-01 01:01:07
Mushrooms which have been exposed to light,1,What is the only non-animal natural source of vitamin D?,459,1.191,150,594214.600000143,q,S,1523.8999998569489,597451.100000143,,HRV,HRV_0323,2022-12-01 01:01:07
Ian Thorpe ,3,Who outgrew a childhood chlorine allergy to become the biggest Olympic medal winner in Australian history? ,370,1.062,151,597451.2000000477,q,S,2023.5,601044.9000000954,,HRV,HRV_0323,2022-12-01 01:01:07
